Country,State,University Name,Type of University,Tie Up with University,School,Technologies/Courses Offered,Course Types,Unplaced %,Corporate Tie Up,Job Offering,Internship,Marketing Strategy,Costing,Hackathons,Services Offered,Scholarships,Tier,Ranking
Kazakhstan,Nur-Sultan,Nazarbayev University,Private,No,Business,Cyber Security,Online,10.82,No,Yes,Yes,Direct Engagement,$32924,No,Training,No,Tier 2,297
Kazakhstan,Nur-Sultan,Astana International University,Private,Yes,Arts,IoT,Full-time,9.19,No,Yes,No,SEO,$30017,Yes,Consulting,No,Tier 2,540
Kazakhstan,Petropavl,North Kazakhstan State University,Private,No,Science,Data Science,Online,13.27,No,Yes,Yes,Email Marketing,$33249,Yes,Consulting,Yes,Tier 1,934
Kazakhstan,Uralsk,West Kazakhstan Innovative Technological University,Private,No,Engineering,Data Science,Full-time,18.88,Yes,Yes,No,Social Media Advertising,$25615,No,Training,Yes,Tier 3,31
Kazakhstan,Shymkent,South Kazakhstan State Pedagogical University,Private,No,Business,Data Science,Online,16.24,Yes,No,Yes,Search Engine Marketing (SEM),$49595,No,Training,No,Tier 2,118
Kazakhstan,Aktobe,Aktobe Regional State University,Public,Yes,Engineering,IoT,Full-time,8.0,Yes,Yes,No,Print Media,$40117,Yes,Consulting,Yes,Tier 2,476
Kazakhstan,Pavlodar,Pavlodar State University,Private,Yes,Business,Cyber Security,Full-time,19.97,Yes,No,No,Email Marketing,$20909,No,Training,Yes,Tier 2,393
Kazakhstan,Karaganda,Karaganda State Technical University,Private,No,Business,Data Science,Part-time,17.01,Yes,Yes,No,Print Media,$10546,Yes,Both,Yes,Tier 1,174
Kazakhstan,Taraz,Taraz Regional University,Public,No,Business,AI,Full-time,8.66,No,Yes,Yes,Direct Engagement,$22504,No,Both,No,Tier 3,804
Kazakhstan,Semey,Semey Medical University,Private,No,Arts,Data Science,Part-time,13.93,Yes,Yes,No,Direct Engagement,$21688,Yes,Consulting,Yes,Tier 2,728
Kazakhstan,Semey,Shakarim University,Private,Yes,Engineering,AI,Full-time,12.55,No,No,No,Community Engagement,$28298,No,Consulting,Yes,Tier 2,67
Kazakhstan,Kokshetau,University of Kokshetau,Private,Yes,Business,AI,Part-time,9.66,No,No,No,Direct Engagement,$34711,No,Training,No,Tier 3,795
Kazakhstan,Taldykorgan,Zhetysu State University,Private,No,Science,Cyber Security,Online,8.41,No,Yes,Yes,Social Media Advertising,$10088,Yes,Both,Yes,Tier 3,632
Kazakhstan,Atyrau,Atyrau University of Oil and Gas,Public,Yes,Engineering,Cyber Security,Part-time,15.86,Yes,Yes,No,Search Engine Marketing (SEM),$42813,Yes,Both,No,Tier 3,821
South Korea,Seoul,Seoul National University,Private,Yes,Science,Data Science,Online,9.25,No,No,Yes,Print Media,$49875,Yes,Consulting,No,Tier 2,931
South Korea,Seoul,Konkuk University,Public,Yes,Engineering,Cyber Security,Part-time,11.04,Yes,Yes,Yes,Community Engagement,$49668,Yes,Training,Yes,Tier 2,706
South Korea,Seoul,Kyung Hee University,Public,No,Business,IoT,Part-time,7.15,No,Yes,Yes,Email Marketing,$35943,Yes,Consulting,Yes,Tier 1,883
South Korea,Seoul,Sungkyunkwan University,Public,No,Business,IoT,Full-time,6.24,No,No,No,Search Engine Marketing (SEM),$48870,Yes,Consulting,No,Tier 2,170
South Korea,Seoul,Hanyang University,Private,Yes,Engineering,IoT,Full-time,8.27,No,Yes,No,Direct Engagement,$25375,Yes,Both,No,Tier 2,657
South Korea,Seoul,Yonsei University,Public,Yes,Engineering,AI,Part-time,10.5,No,No,Yes,Community Engagement,$18485,No,Training,No,Tier 3,64
South Korea,Seoul,Ewha Womans University,Private,Yes,Science,ML,Part-time,13.23,Yes,Yes,No,Community Engagement,$10214,Yes,Both,No,Tier 1,862
South Korea,Seoul,Sogang University,Private,No,Engineering,IoT,Online,8.81,Yes,No,No,Print Media,$46492,Yes,Both,Yes,Tier 3,26
South Korea,Seoul,Sejong University,Public,Yes,Arts,AI,Part-time,16.74,No,No,No,Print Media,$38272,Yes,Both,Yes,Tier 1,672
South Korea,Seoul,Sookmyung Women's University,Private,No,Arts,AI,Online,11.54,Yes,No,No,SEO,$41730,Yes,Consulting,No,Tier 1,915
South Korea,Seoul,Namseoul University,Public,Yes,Engineering,IoT,Online,13.76,Yes,No,No,SEO,$29656,Yes,Consulting,No,Tier 1,425
South Korea,Seoul,Myongji University,Public,No,Arts,IoT,Full-time,19.82,Yes,Yes,Yes,Print Media,$48280,Yes,Consulting,Yes,Tier 2,545
South Korea,Seoul,Seoul Women's University,Public,Yes,Engineering,AI,Full-time,18.83,No,No,Yes,Search Engine Marketing (SEM),$39261,No,Both,No,Tier 3,764
South Korea,Seoul,Korea University,Private,Yes,Engineering,ML,Online,11.03,Yes,Yes,No,Email Marketing,$44421,Yes,Training,No,Tier 2,494
South Korea,Seoul,University of Seoul,Private,No,Engineering,Cyber Security,Online,19.09,Yes,No,No,Influencer Marketing,$10794,No,Training,Yes,Tier 3,706
South Korea,Seoul,Dongguk University,Private,Yes,Science,IoT,Part-time,15.01,No,No,Yes,Community Engagement,$46601,No,Consulting,No,Tier 3,617
South Korea,Daejeon,Korea Advanced Institute of Science and Technology (KAIST),Public,Yes,Engineering,IoT,Online,7.12,No,Yes,Yes,Search Engine Marketing (SEM),$17764,No,Consulting,Yes,Tier 3,393
South Korea,Daejeon,Chungnam National University,Public,Yes,Arts,Data Science,Full-time,11.13,Yes,No,Yes,SEO,$48097,Yes,Both,No,Tier 3,65
South Korea,Pohang,Pohang University of Science and Technology (POSTECH),Public,No,Arts,Cyber Security,Full-time,15.41,Yes,No,No,Email Marketing,$15966,No,Training,Yes,Tier 2,519
South Korea,Ulsan,University of Ulsan,Private,No,Science,ML,Online,18.37,Yes,No,Yes,Influencer Marketing,$39833,No,Consulting,Yes,Tier 1,214
South Korea,Jinju,Gyeongsang National University,Private,Yes,Engineering,ML,Full-time,19.88,Yes,No,Yes,Email Marketing,$21816,Yes,Both,No,Tier 3,176
South Korea,Jeju,Jeju National University,Public,No,Engineering,IoT,Part-time,19.58,No,Yes,No,Social Media Advertising,$32359,Yes,Consulting,No,Tier 2,412
South Korea,Cheongju,Chungbuk National University,Private,Yes,Science,AI,Full-time,15.0,No,Yes,No,Social Media Advertising,$35834,Yes,Both,Yes,Tier 1,17
South Korea,Incheon,Incheon National University,Private,No,Science,Cyber Security,Online,17.76,Yes,No,No,SEO,$10503,Yes,Both,Yes,Tier 1,967
South Korea,Gangneung and Wonju,Gangneung-Wonju National University,Public,Yes,Business,Cyber Security,Online,14.34,No,Yes,Yes,SEO,$49640,Yes,Consulting,No,Tier 1,166
South Korea,Chuncheon,Kangwon National University,Public,Yes,Engineering,ML,Part-time,12.78,Yes,Yes,No,Direct Engagement,$29233,No,Training,Yes,Tier 2,621
South Korea,Seongnam,Seongnam University,Public,Yes,Engineering,IoT,Part-time,12.06,Yes,No,Yes,SEO,$27977,Yes,Both,No,Tier 1,520
South Korea,Asan,Hoseo University,Public,No,Business,Cyber Security,Part-time,18.68,No,Yes,Yes,SEO,$42313,No,Consulting,No,Tier 1,305
Singapore,Singapore,National University of Singapore (NUS),Private,Yes,Science,IoT,Part-time,7.53,No,Yes,No,Social Media Advertising,$49285,Yes,Training,No,Tier 2,678
Singapore,Singapore,Nanyang Technological University (NTU),Private,No,Business,ML,Online,6.49,Yes,No,No,Influencer Marketing,$26357,No,Training,No,Tier 1,122
Singapore,Singapore,Singapore Management University (SMU),Private,No,Arts,Cyber Security,Part-time,15.26,Yes,No,No,Print Media,$36704,Yes,Consulting,Yes,Tier 1,881
Singapore,Singapore,Singapore University of Technology and Design (SUTD),Public,Yes,Engineering,Cyber Security,Online,19.09,No,Yes,Yes,Direct Engagement,$17449,No,Both,No,Tier 2,778
Singapore,Singapore,Singapore University of Social Sciences (SUSS),Public,No,Engineering,AI,Part-time,18.45,No,Yes,No,Social Media Advertising,$45487,No,Consulting,Yes,Tier 2,69
Singapore,Singapore,Singapore Institute of Technology (SIT),Public,No,Engineering,AI,Online,19.89,No,No,No,Influencer Marketing,$15744,No,Both,No,Tier 1,687
Singapore,Singapore,Singapore Institute of Management (SIM),Private,No,Business,IoT,Full-time,8.85,Yes,Yes,Yes,Radio and tv advertising,$45467,Yes,Consulting,No,Tier 1,486
Singapore,Singapore,Singapore University of Business and Technology (SUBT),Private,No,Arts,AI,Online,13.47,Yes,Yes,No,Search Engine Marketing (SEM),$16490,Yes,Both,No,Tier 3,550
Singapore,Singapore,Singapore University of the Arts (SUA),Public,Yes,Arts,AI,Part-time,7.88,No,Yes,Yes,Search Engine Marketing (SEM),$47359,Yes,Consulting,Yes,Tier 2,458
Singapore,Singapore,Shatec Institutes,Public,No,Business,Data Science,Online,6.78,No,Yes,Yes,Print Media,$40140,No,Both,No,Tier 1,93
Singapore,Singapore,Raffles University,Private,No,Arts,Cyber Security,Part-time,14.42,Yes,No,No,Direct Engagement,$28246,Yes,Training,No,Tier 3,181
Kyrgyzstan,Bishkek,Kyrgyz National University,Public,Yes,Business,Data Science,Part-time,15.92,Yes,Yes,No,SEO,$11387,Yes,Training,No,Tier 2,938
Kyrgyzstan,Bishkek,Kyrgyz State Technical University,Private,Yes,Business,IoT,Full-time,8.6,Yes,Yes,Yes,Email Marketing,$45368,No,Both,No,Tier 2,560
Kyrgyzstan,Bishkek,Kyrgyz State Medical Academy,Private,No,Engineering,AI,Full-time,5.42,No,No,No,SEO,$25276,Yes,Consulting,No,Tier 3,298
Kyrgyzstan,Bishkek,Kyrgyz-Russian Slavic University,Public,No,Science,IoT,Online,17.06,No,No,Yes,Social Media Advertising,$43100,Yes,Training,No,Tier 3,677
Kyrgyzstan,Bishkek,"Kyrgyz State University of Construction, Transport, and Architecture",Private,No,Science,Cyber Security,Full-time,13.96,Yes,Yes,No,Social Media Advertising,$33521,No,Training,No,Tier 1,503
Kyrgyzstan,Bishkek,American University of Central Asia,Public,Yes,Engineering,Data Science,Online,9.54,Yes,No,Yes,Print Media,$11063,No,Training,No,Tier 2,18
Kyrgyzstan,Bishkek,International University of Kyrgyzstan,Private,No,Engineering,ML,Online,5.21,No,Yes,Yes,Direct Engagement,$38259,No,Training,No,Tier 2,797
Kyrgyzstan,Bishkek,Kyrgyz-Turkish Manas University,Private,No,Arts,Data Science,Online,9.46,Yes,No,Yes,Direct Engagement,$41333,No,Consulting,No,Tier 1,453
Kyrgyzstan,Bishkek,University of Central Asia,Public,Yes,Engineering,Data Science,Online,9.89,Yes,Yes,No,Community Engagement,$20553,Yes,Training,Yes,Tier 3,552
Kyrgyzstan,Bishkek,Kyrgyz Economic University,Public,Yes,Science,IoT,Online,12.26,Yes,No,Yes,Community Engagement,$20437,Yes,Both,No,Tier 3,588
Kyrgyzstan,Bishkek,Bishkek Humanities University,Private,Yes,Science,ML,Full-time,11.2,Yes,No,Yes,Influencer Marketing,$27119,Yes,Training,Yes,Tier 1,308
Kyrgyzstan,Bishkek,Slavonic University,Private,No,Business,ML,Full-time,17.12,Yes,Yes,No,Email Marketing,$12139,No,Training,No,Tier 2,523
Kyrgyzstan,Bishkek,Istanbul University of Kyrgyzstan,Public,No,Science,IoT,Online,7.75,No,No,Yes,Direct Engagement,$38890,No,Both,No,Tier 3,219
Kyrgyzstan,Bishkek,Kyrgyz National University of Arts,Private,No,Arts,Cyber Security,Full-time,19.75,Yes,No,Yes,Print Media,$12331,No,Training,Yes,Tier 1,956
Kyrgyzstan,Osh,Osh State University,Public,No,Engineering,IoT,Full-time,14.6,No,No,Yes,Influencer Marketing,$31790,Yes,Consulting,Yes,Tier 1,499
Kyrgyzstan,Karakol,Issyk-Kul State University,Private,Yes,Science,IoT,Online,14.33,No,No,Yes,Radio and tv advertising,$34167,No,Both,No,Tier 3,144
Kyrgyzstan,Batken,Batken State University,Public,No,Engineering,AI,Full-time,14.37,No,No,No,Community Engagement,$43955,No,Training,No,Tier 2,834
Kyrgyzstan,Naryn,Naryn State University,Public,Yes,Arts,ML,Full-time,9.56,Yes,Yes,No,Email Marketing,$22773,Yes,Consulting,Yes,Tier 2,507
Kyrgyzstan,Talas,Talas State University,Public,No,Science,IoT,Part-time,17.95,No,Yes,Yes,Email Marketing,$29712,Yes,Training,Yes,Tier 2,289
Laos,Vientiane,National University of Laos,Public,No,Arts,IoT,Part-time,12.86,No,No,No,Print Media,$11663,Yes,Consulting,No,Tier 1,864
Laos,Vientiane,Lao National Institute of Public Health,Public,Yes,Arts,Cyber Security,Full-time,6.26,No,No,Yes,Search Engine Marketing (SEM),$13565,Yes,Both,Yes,Tier 3,845
Laos,Vientiane,University of Health Sciences,Private,Yes,Engineering,Cyber Security,Part-time,18.75,No,No,No,Direct Engagement,$47352,Yes,Training,Yes,Tier 3,381
Laos,Vientiane,RATANAK University,Private,Yes,Arts,AI,Part-time,7.69,No,Yes,No,Print Media,$21530,Yes,Consulting,Yes,Tier 3,979
Laos,Vientiane,Vientiane College,Public,No,Engineering,AI,Online,9.48,No,Yes,Yes,Social Media Advertising,$28603,Yes,Training,Yes,Tier 2,253
Laos,Vientiane,University of Laos,Private,Yes,Arts,Cyber Security,Online,9.32,Yes,No,No,Print Media,$32313,No,Training,No,Tier 1,558
Laos,Vientiane,Khon Kaen University International College,Private,No,Science,IoT,Online,19.99,No,Yes,Yes,Radio and tv advertising,$36621,Yes,Consulting,No,Tier 3,140
Laos,Vientiane,Lao-American College,Private,Yes,Science,IoT,Part-time,19.61,Yes,Yes,No,Search Engine Marketing (SEM),$43513,No,Both,No,Tier 3,171
Laos,Vientiane,Asia-Pacific International University,Private,No,Science,Data Science,Part-time,9.42,Yes,Yes,No,Print Media,$17113,No,Both,Yes,Tier 3,574
Laos,Vientiane,Lao University of Commerce,Public,No,Arts,Data Science,Online,19.18,No,Yes,No,SEO,$24901,No,Training,No,Tier 2,326
Laos,Pakse,Champasak University,Private,Yes,Business,Data Science,Part-time,18.51,Yes,No,No,Radio and tv advertising,$13983,No,Training,No,Tier 2,629
Laos,Savannakhet,Savannakhet University,Private,Yes,Engineering,AI,Full-time,14.19,No,Yes,Yes,SEO,$36202,No,Training,No,Tier 2,289
Laos,Luang Prabang,Luang Prabang University,Private,Yes,Arts,ML,Part-time,12.57,Yes,No,No,Community Engagement,$20777,No,Training,No,Tier 3,356
Laos,"Khong District, Champasak",Don Sahong University,Private,No,Science,Cyber Security,Online,11.25,Yes,No,Yes,SEO,$13820,No,Consulting,Yes,Tier 3,437
Qatar,Doha,Qatar University (QU),Public,No,Engineering,ML,Part-time,8.85,No,Yes,Yes,Community Engagement,$42838,Yes,Training,Yes,Tier 3,71
Qatar,Doha,College of the North Atlantic - Qatar (CNA-Q),Public,Yes,Science,Data Science,Part-time,7.91,No,No,No,Community Engagement,$47998,Yes,Consulting,No,Tier 2,596
Qatar,Doha,Doha Institute for Graduate Studies (DI),Public,Yes,Business,Data Science,Full-time,15.18,No,Yes,Yes,Radio and tv advertising,$17198,Yes,Both,No,Tier 2,177
Qatar,Doha,Qatar University of Science and Technology,Public,Yes,Engineering,AI,Online,7.18,No,Yes,Yes,SEO,$10311,Yes,Consulting,No,Tier 1,446
Qatar,Doha,University of Calgary in Qatar (UCQ),Private,No,Arts,ML,Part-time,6.72,Yes,Yes,Yes,Search Engine Marketing (SEM),$43266,No,Both,Yes,Tier 1,702
Qatar,Doha,Weill Cornell Medicine-Qatar (WCM-Q),Private,No,Business,Data Science,Part-time,12.68,No,No,Yes,Email Marketing,$49222,Yes,Training,Yes,Tier 1,318
Qatar,Doha,Georgetown University in Qatar,Public,Yes,Arts,Data Science,Part-time,17.73,No,Yes,Yes,Community Engagement,$17359,No,Both,Yes,Tier 2,883
Qatar,Doha,Northwestern University in Qatar,Private,No,Business,Data Science,Part-time,9.05,No,Yes,Yes,Community Engagement,$24024,No,Training,Yes,Tier 3,665
Malaysia,Kuala Lumpur,University of Malaya (UM),Private,Yes,Business,Cyber Security,Part-time,6.71,Yes,Yes,Yes,Social Media Advertising,$11133,No,Training,Yes,Tier 2,2
Malaysia,Kuala Lumpur,Asia Pacific University (APU),Private,Yes,Business,ML,Full-time,15.32,No,No,Yes,SEO,$47001,No,Both,No,Tier 2,612
Malaysia,Kuala Lumpur,Malaysia University of Science and Technology (MUST),Private,Yes,Arts,AI,Part-time,19.3,No,Yes,No,SEO,$24453,No,Both,Yes,Tier 2,853
Malaysia,Kuala Lumpur,Kuala Lumpur Metropolitan University (KLMU),Private,Yes,Arts,Data Science,Full-time,15.52,No,Yes,Yes,Community Engagement,$23984,Yes,Training,Yes,Tier 2,626
Malaysia,Kuala Lumpur,UCSI University,Public,Yes,Business,ML,Part-time,6.79,No,Yes,Yes,SEO,$31062,Yes,Both,No,Tier 2,695
Malaysia,Kuala Lumpur,HELP University,Public,No,Business,AI,Part-time,6.73,Yes,Yes,Yes,Print Media,$38565,Yes,Both,Yes,Tier 2,281
Malaysia,Kuala Lumpur,OUM (Open University Malaysia),Public,No,Science,IoT,Online,12.26,No,No,Yes,Direct Engagement,$22827,No,Consulting,No,Tier 2,139
Malaysia,Bangi,Universiti Kebangsaan Malaysia (UKM),Private,No,Science,Cyber Security,Online,14.43,No,Yes,Yes,Print Media,$15127,No,Training,Yes,Tier 1,387
Malaysia,Serdang,Universiti Putra Malaysia (UPM),Public,No,Science,ML,Online,12.24,Yes,No,No,Search Engine Marketing (SEM),$18695,Yes,Consulting,No,Tier 2,52
Malaysia,Penang,Universiti Sains Malaysia (USM),Private,No,Engineering,ML,Part-time,10.51,No,Yes,No,Influencer Marketing,$12138,Yes,Training,Yes,Tier 1,9
Malaysia,Skudai,Universiti Teknologi Malaysia (UTM),Public,No,Arts,Cyber Security,Online,6.45,No,No,Yes,Search Engine Marketing (SEM),$12212,No,Both,Yes,Tier 2,666
Malaysia,Kuching,Universiti Malaysia Sarawak (UNIMAS),Private,No,Arts,AI,Full-time,19.24,Yes,Yes,No,Community Engagement,$12601,No,Training,Yes,Tier 1,328
Malaysia,Kota Kinabalu,Universiti Malaysia Sabah (UMS),Public,No,Engineering,ML,Online,5.05,Yes,No,No,Direct Engagement,$28889,Yes,Training,No,Tier 3,463
Malaysia,Kuala Terengganu,Universiti Sultan Zainal Abidin (UniSZA),Public,Yes,Business,Data Science,Online,14.95,Yes,Yes,No,Radio and tv advertising,$20237,No,Consulting,Yes,Tier 3,281
Malaysia,Perlis,Universiti Malaysia Perlis (UniMAP),Public,No,Arts,AI,Part-time,13.72,No,Yes,No,Search Engine Marketing (SEM),$22733,No,Consulting,Yes,Tier 1,181
Malaysia,Putrajaya,Universiti Tenaga Nasional (UNITEN),Public,No,Engineering,AI,Part-time,16.58,Yes,Yes,Yes,Email Marketing,$34237,No,Both,Yes,Tier 2,117
Malaysia,Sintok,Universiti Utara Malaysia (UUM),Public,No,Business,Cyber Security,Full-time,17.65,No,Yes,Yes,Search Engine Marketing (SEM),$12110,No,Both,Yes,Tier 3,622
Malaysia,Pekan,Universiti Malaysia Pahang (UMP),Private,Yes,Engineering,IoT,Online,11.74,Yes,No,Yes,Community Engagement,$12501,Yes,Consulting,No,Tier 3,598
Malaysia,Bandar Sunway,Monash University Malaysia,Private,No,Arts,IoT,Online,17.5,No,Yes,No,Print Media,$37590,Yes,Both,Yes,Tier 3,231
Malaysia,Bandar Sunway,Sunway University,Public,Yes,Business,AI,Online,6.48,No,No,No,Email Marketing,$15165,Yes,Training,Yes,Tier 2,886
Malaysia,Semenyih,University of Nottingham Malaysia,Public,No,Engineering,ML,Online,18.67,Yes,No,Yes,Influencer Marketing,$27262,No,Both,Yes,Tier 2,420
Malaysia,Subang Jaya,Taylor's University,Public,Yes,Business,Cyber Security,Part-time,7.21,No,No,No,Direct Engagement,$11577,No,Consulting,No,Tier 1,373
Malaysia,Nilai,INTI International University,Public,Yes,Engineering,Data Science,Online,7.4,No,Yes,Yes,Direct Engagement,$44107,Yes,Both,No,Tier 3,226
Malaysia,Petaling Jaya,Heritage University,Private,No,Engineering,AI,Online,16.6,No,Yes,Yes,Direct Engagement,$14799,Yes,Training,No,Tier 2,979
Malaysia,Kota Damansara,SEGi University,Public,Yes,Arts,Data Science,Online,9.03,Yes,Yes,No,Social Media Advertising,$23268,Yes,Both,No,Tier 3,751
Malaysia,Cyberjaya,Limkokwing University of Creative Technology,Private,Yes,Business,Data Science,Full-time,6.2,No,Yes,No,Social Media Advertising,$46718,No,Both,Yes,Tier 3,723
Philippines,Multiple campuses,"University of the Philippines (UP) (including Diliman, Manila, Los Baños, Baguio, Cebu, Mindanao)",Private,No,Business,AI,Part-time,12.3,No,Yes,No,Email Marketing,$31686,No,Both,Yes,Tier 2,877
Philippines,Manila,Polytechnic University of the Philippines (PUP),Private,No,Engineering,ML,Part-time,8.02,No,Yes,Yes,Search Engine Marketing (SEM),$47957,No,Both,No,Tier 3,87
Philippines,Manila,Philippine Normal University (PNU),Private,No,Engineering,AI,Part-time,16.08,Yes,Yes,Yes,Radio and tv advertising,$19728,No,Consulting,No,Tier 2,575
Philippines,Manila,Technological University of the Philippines (TUP),Public,Yes,Business,Cyber Security,Full-time,9.2,Yes,Yes,No,Radio and tv advertising,$45722,No,Training,Yes,Tier 2,773
Philippines,Manila,Ateneo de Manila University (ADMU),Public,No,Business,Cyber Security,Part-time,14.6,No,No,No,Print Media,$37214,Yes,Both,Yes,Tier 1,748
Philippines,Manila,De La Salle University (DLSU),Private,Yes,Science,Cyber Security,Full-time,11.52,Yes,Yes,No,Radio and tv advertising,$26395,Yes,Consulting,No,Tier 2,498
Philippines,Manila,University of Santo Tomas (UST),Private,Yes,Science,ML,Part-time,9.23,No,Yes,Yes,SEO,$30097,Yes,Consulting,No,Tier 3,58
Philippines,Manila,San Beda University,Private,No,Science,IoT,Online,19.64,No,Yes,No,Print Media,$25937,No,Both,Yes,Tier 3,758
Philippines,Manila,University of the East (UE),Public,Yes,Engineering,AI,Part-time,6.9,No,No,Yes,Email Marketing,$28331,No,Training,Yes,Tier 1,175
Philippines,Manila,Mapúa University,Public,No,Engineering,Data Science,Part-time,14.91,Yes,No,No,Direct Engagement,$27108,Yes,Training,No,Tier 2,885
Philippines,Manila,Philippine Christian University (PCU),Public,Yes,Science,AI,Part-time,14.25,No,Yes,Yes,Direct Engagement,$26012,Yes,Both,No,Tier 3,571
Philippines,Manila,Centro Escolar University (CEU),Private,Yes,Business,AI,Online,16.66,Yes,Yes,Yes,Influencer Marketing,$25557,No,Consulting,Yes,Tier 1,818
Philippines,Manila,La Consolacion College (LCC),Public,No,Engineering,IoT,Full-time,6.7,Yes,Yes,No,SEO,$19787,Yes,Both,No,Tier 2,157
Philippines,Manila,Far Eastern University (FEU),Public,No,Business,Cyber Security,Part-time,8.11,No,No,No,SEO,$37407,Yes,Consulting,No,Tier 2,362
Philippines,Marawi City,Mindanao State University (MSU),Public,Yes,Science,AI,Online,15.36,No,Yes,Yes,Community Engagement,$22255,No,Training,No,Tier 2,992
Philippines,Legazpi City,Bicol University (BU),Private,No,Business,ML,Full-time,12.27,Yes,Yes,Yes,Social Media Advertising,$39696,Yes,Both,No,Tier 2,762
Philippines,Science City of Muñoz,Central Luzon State University (CLSU),Private,Yes,Engineering,Cyber Security,Part-time,5.58,Yes,No,No,Radio and tv advertising,$11715,No,Training,No,Tier 2,227
Philippines,Tuguegarao City,Cagayan State University (CSU),Private,No,Business,IoT,Full-time,16.98,No,Yes,No,Community Engagement,$40402,Yes,Both,No,Tier 1,800
Philippines,Cagayan de Oro,University of Science and Technology of Southern Philippines (USTSP),Private,Yes,Arts,IoT,Full-time,17.38,No,Yes,No,Radio and tv advertising,$14732,Yes,Training,No,Tier 2,680
Philippines,Catarman,University of Eastern Philippines (UEP),Public,No,Science,Cyber Security,Part-time,7.35,Yes,Yes,Yes,Community Engagement,$34349,No,Consulting,Yes,Tier 3,71
Philippines,Sogod,Southern Leyte State University (SLSU),Public,Yes,Science,AI,Online,8.65,Yes,Yes,No,Influencer Marketing,$36460,No,Consulting,No,Tier 1,793
Philippines,Bontoc,Mountain Province State Polytechnic College (MPSPC),Public,Yes,Science,IoT,Part-time,13.85,No,Yes,No,Influencer Marketing,$39725,Yes,Consulting,No,Tier 1,910
Philippines,Dumaguete City,Negros Oriental State University (NORSU),Public,Yes,Business,ML,Online,17.71,Yes,No,No,Direct Engagement,$16789,Yes,Both,No,Tier 1,30
Philippines,Dumaguete City,St. Paul University,Public,Yes,Business,ML,Online,18.53,No,Yes,Yes,Social Media Advertising,$32349,Yes,Training,No,Tier 3,422
Philippines,Puerto Princesa City,Palawan State University (PSU),Private,Yes,Business,Cyber Security,Part-time,13.42,No,No,Yes,Search Engine Marketing (SEM),$30409,No,Both,Yes,Tier 2,809
Philippines,Quezon City,St. Paul University,Public,No,Science,Cyber Security,Full-time,8.56,No,Yes,No,Social Media Advertising,$36172,Yes,Consulting,No,Tier 2,201
Philippines,Quezon City,University of Perpetual Help System DALTA,Private,Yes,Business,ML,Part-time,19.28,Yes,No,Yes,Direct Engagement,$23633,No,Training,Yes,Tier 3,505
Philippines,Bacolod City,University of Negros Occidental - Recoletos (UNO-R),Private,No,Engineering,Cyber Security,Full-time,6.62,Yes,No,No,Community Engagement,$43597,No,Consulting,No,Tier 3,742
Philippines,San Fernando City,University of the Assumption (UA),Public,Yes,Science,Data Science,Part-time,7.99,Yes,Yes,Yes,Influencer Marketing,$34058,Yes,Training,Yes,Tier 2,640
Philippines,Las Piñas City,University of Perpetual Help System DALTA,Public,Yes,Business,ML,Online,7.39,Yes,Yes,Yes,SEO,$47126,No,Consulting,No,Tier 3,28
Philippines,Caloocan City,La Consolacion College (LCC),Private,No,Arts,Data Science,Part-time,17.17,No,Yes,No,Community Engagement,$38038,Yes,Consulting,Yes,Tier 1,493
Palestine,Birzeit,Birzeit University,Public,Yes,Science,ML,Full-time,5.49,No,Yes,No,Community Engagement,$33473,No,Training,Yes,Tier 1,777
Palestine,East Jerusalem,Al-Quds University,Public,No,Science,IoT,Full-time,7.73,No,No,Yes,Direct Engagement,$44511,No,Consulting,No,Tier 3,182
Palestine,Hebron,Hebron University,Private,Yes,Business,IoT,Part-time,19.45,No,No,No,SEO,$30734,No,Training,Yes,Tier 1,535
Palestine,Hebron,Palestine Polytechnic University,Public,No,Arts,Cyber Security,Online,17.23,No,No,No,Community Engagement,$34845,Yes,Consulting,Yes,Tier 3,66
Palestine,Nablus,An-Najah National University,Private,Yes,Business,IoT,Full-time,11.56,No,No,Yes,Email Marketing,$48996,No,Training,Yes,Tier 1,359
Palestine,Gaza City,The Islamic University of Gaza,Private,Yes,Arts,IoT,Part-time,10.55,No,No,No,Influencer Marketing,$11044,No,Consulting,No,Tier 2,817
Palestine,Gaza City,University of Palestine,Private,No,Engineering,ML,Online,18.6,Yes,No,Yes,Radio and tv advertising,$16868,No,Both,No,Tier 2,593
Palestine,Jenin,Arab American University,Public,Yes,Business,AI,Full-time,17.69,No,No,No,Community Engagement,$34839,Yes,Training,No,Tier 1,834
Palestine,Abu Dis,Al-Quds Bard College for Arts and Sciences,Private,No,Arts,Cyber Security,Online,13.57,Yes,Yes,Yes,Search Engine Marketing (SEM),$46102,No,Consulting,Yes,Tier 1,362
Palestine,Multiple campuses,Al-Quds Open University (West Bank and Gaza Strip),Public,Yes,Engineering,AI,Part-time,16.27,No,Yes,No,Radio and tv advertising,$15220,Yes,Both,Yes,Tier 3,550
Pakistan,Lahore,University of the Punjab,Public,Yes,Arts,ML,Online,15.88,Yes,No,Yes,Community Engagement,$20560,Yes,Both,Yes,Tier 1,815
Pakistan,Lahore,Lahore University of Management Sciences (LUMS),Public,No,Engineering,Cyber Security,Part-time,14.67,Yes,Yes,Yes,Influencer Marketing,$35057,Yes,Consulting,No,Tier 1,954
